RevenueTransactionID,FinancialYear,TransactionDate,RegionCode,RevenueCentre,RevenueStream,CustomerCategory,ReceiptReference,BudgetedRevenue,ActualRevenue,Variance,CollectionChannel,ReconciliationStatus,BankingDate,DaysToBank,ResponsibleRole,ExceptionFlag,Month,FYMonthNumber
REV-000144,FY2023/2024,2024-02-03,RG-01,CC-003,Inspection Fees,NGO,RCP-222081,152000,157000,5000,Bank Transfer,Reconciled,2024-02-06,3,Revenue Manager,No,February,8
REV-000145,FY2023/2024,2023-09-27,RG-06,CC-019,Service Fees,NGO,RCP-360903,702000,600000,-102000,MPESA,Reconciled,2023-10-07,10,Revenue Manager,Yes,September,3
REV-000146,FY2023/2024,2023-10-25,RG-01,CC-031,Inspection Fees,Private Company,RCP-181161,690000,766000,76000,Bank Transfer,Reconciled,2023-11-05,11,Revenue Manager,Yes,October,4
REV-000147,FY2023/2024,2024-06-14,RG-01,CC-032,Training Fees,Private Company,RCP-333133,514000,432000,-82000,MPESA,Reconciled,2024-06-16,2,Revenue Manager,No,June,12
REV-000148,FY2023/2024,2023-12-10,RG-01,CC-031,Facility Hire,International Organisation,RCP-284578,558000,426000,-132000,Online Portal,Reconciled,2023-12-14,4,Revenue Manager,No,December,6
REV-000149,FY2023/2024,2023-12-07,RG-04,CC-017,Publication Sales,Individual,RCP-596012,172000,142000,-30000,MPESA,Unreconciled,2023-12-11,4,Revenue Manager,No,December,6
REV-000150,FY2023/2024,2023-11-20,RG-03,CC-016,Training Fees,Individual,RCP-866675,459000,347000,-112000,MPESA,Reconciled,2023-11-23,3,Revenue Manager,No,November,5
REV-000151,FY2023/2024,2024-01-08,RG-01,CC-009,Licensing Fees,International Organisation,RCP-840636,343000,346000,3000,Cheque,Reconciled,2024-01-11,3,Revenue Manager,No,January,7
REV-000152,FY2023/2024,2024-02-24,RG-01,CC-032,Facility Hire,Individual,RCP-859367,366000,338000,-28000,Online Portal,Reconciled,2024-02-29,5,Revenue Manager,No,February,8
REV-000153,FY2023/2024,2023-07-10,RG-02,CC-028,Consultancy Income,NGO,RCP-582326,324000,338000,14000,Cheque,Reconciled,2023-07-14,4,Revenue Manager,No,July,1
REV-000154,FY2023/2024,2024-03-31,RG-01,CC-005,Certification Fees,Individual,RCP-955813,656000,623000,-33000,Bank Transfer,Reconciled,2024-04-10,10,Revenue Manager,Yes,March,9
REV-000155,FY2023/2024,2024-03-05,RG-02,CC-022,Service Fees,Government Agency,RCP-219784,164000,120000,-44000,Online Portal,Reconciled,2024-03-12,7,Revenue Manager,Yes,March,9
REV-000156,FY2023/2024,2024-06-22,RG-08,CC-021,Publication Sales,Government Agency,RCP-338642,493000,438000,-55000,MPESA,Reconciled,2024-07-06,14,Revenue Manager,Yes,June,12
REV-000157,FY2023/2024,2024-01-20,RG-02,CC-028,Service Fees,International Organisation,RCP-319205,497000,419000,-78000,MPESA,Reconciled,2024-02-01,12,Revenue Manager,Yes,January,7
REV-000158,FY2023/2024,2023-12-05,RG-01,CC-002,Service Fees,NGO,RCP-668540,595000,558000,-37000,MPESA,Reconciled,2023-12-14,9,Revenue Manager,Yes,December,6
REV-000159,FY2023/2024,2024-04-16,RG-05,CC-018,Licensing Fees,Private Company,RCP-906580,455000,419000,-36000,Bank Transfer,Reconciled,2024-04-28,12,Revenue Manager,Yes,April,10
REV-000160,FY2023/2024,2023-10-14,RG-02,CC-022,Consultancy Income,NGO,RCP-526490,607000,700000,93000,MPESA,Reconciled,2023-10-25,11,Revenue Manager,Yes,October,4
REV-000161,FY2023/2024,2024-06-19,RG-01,CC-010,Publication Sales,Government Agency,RCP-557998,520000,419000,-101000,Cash,Pending,2024-06-26,7,Revenue Manager,Yes,June,12
REV-000162,FY2023/2024,2023-10-01,RG-02,CC-022,Publication Sales,Government Agency,RCP-692166,476000,430000,-46000,MPESA,Reconciled,2023-10-08,7,Revenue Manager,Yes,October,4
REV-000163,FY2023/2024,2024-03-01,RG-03,CC-027,Inspection Fees,Private Company,RCP-623077,417000,343000,-74000,MPESA,Reconciled,2024-03-04,3,Revenue Manager,No,March,9
REV-000164,FY2023/2024,2023-11-12,RG-01,CC-014,Licensing Fees,Private Company,RCP-685112,157000,112000,-45000,Cheque,Reconciled,2023-11-15,3,Revenue Manager,No,November,5
REV-000165,FY2023/2024,2024-05-19,RG-01,CC-009,Licensing Fees,Individual,RCP-542186,271000,258000,-13000,Cash,Pending,2024-05-26,7,Revenue Manager,Yes,May,11
REV-000166,FY2023/2024,2024-03-30,RG-01,CC-001,Publication Sales,Private Company,RCP-805849,362000,300000,-62000,Online Portal,Reconciled,2024-04-08,9,Revenue Manager,Yes,March,9
REV-000167,FY2023/2024,2024-05-01,RG-01,CC-003,Consultancy Income,Private Company,RCP-262788,322000,270000,-52000,Online Portal,Reconciled,2024-05-15,14,Revenue Manager,Yes,April,10
REV-000168,FY2023/2024,2024-06-03,RG-01,CC-006,Licensing Fees,Government Agency,RCP-266835,358000,410000,52000,Online Portal,Reconciled,2024-06-10,7,Revenue Manager,Yes,June,12
REV-000169,FY2023/2024,2023-10-15,RG-01,CC-007,Licensing Fees,NGO,RCP-707159,697000,532000,-165000,Cheque,Reconciled,2023-10-27,12,Revenue Manager,Yes,October,4
REV-000170,FY2023/2024,2024-04-30,RG-01,CC-005,Inspection Fees,International Organisation,RCP-921738,167000,145000,-22000,Bank Transfer,Reconciled,2024-04-30,0,Revenue Manager,No,April,10
REV-000171,FY2023/2024,2023-11-11,RG-08,CC-021,Certification Fees,Private Company,RCP-384413,291000,228000,-63000,Cash,Reconciled,2023-11-14,3,Revenue Manager,No,November,5
REV-000172,FY2023/2024,2023-11-25,RG-01,CC-010,Training Fees,Individual,RCP-418514,148000,141000,-7000,Cheque,Unreconciled,2023-12-02,7,Revenue Manager,Yes,November,5
REV-000173,FY2023/2024,2023-12-28,RG-02,CC-015,Consultancy Income,Government Agency,RCP-581871,123000,105000,-18000,Online Portal,Reconciled,2024-01-11,14,Revenue Manager,Yes,December,6
REV-000174,FY2023/2024,2024-01-19,RG-01,CC-004,Licensing Fees,International Organisation,RCP-787404,439000,276000,-163000,Cheque,Reconciled,2024-01-19,0,Revenue Manager,No,January,7
REV-000175,FY2023/2024,2024-01-06,RG-01,CC-011,Publication Sales,Government Agency,RCP-451777,610000,582000,-28000,Cash,Reconciled,2024-01-15,9,Revenue Manager,Yes,January,7
REV-000176,FY2023/2024,2024-01-06,RG-01,CC-032,Service Fees,NGO,RCP-750056,378000,322000,-56000,MPESA,Reconciled,2024-01-08,2,Revenue Manager,No,January,7
REV-000177,FY2023/2024,2024-05-01,RG-01,CC-013,Inspection Fees,Individual,RCP-546488,272000,259000,-13000,MPESA,Reconciled,2024-05-04,3,Revenue Manager,No,May,11
REV-000178,FY2023/2024,2023-12-27,RG-01,CC-009,Training Fees,International Organisation,RCP-946506,375000,286000,-89000,MPESA,Reconciled,2024-01-08,12,Revenue Manager,Yes,December,6
REV-000179,FY2023/2024,2023-07-31,RG-01,CC-032,Consultancy Income,Individual,RCP-851685,713000,644000,-69000,Online Portal,Reconciled,2023-08-02,2,Revenue Manager,No,July,1
REV-000180,FY2023/2024,2023-07-23,RG-01,CC-012,Certification Fees,Government Agency,RCP-307022,438000,508000,70000,Bank Transfer,Reconciled,2023-07-31,8,Revenue Manager,Yes,July,1
REV-000181,FY2023/2024,2024-06-27,RG-04,CC-017,Publication Sales,Private Company,RCP-312960,650000,388000,-262000,Bank Transfer,Reconciled,2024-07-06,9,Revenue Manager,Yes,June,12
REV-000182,FY2023/2024,2023-11-01,RG-01,CC-011,Facility Hire,Government Agency,RCP-699678,740000,526000,-214000,Bank Transfer,Reconciled,2023-11-12,11,Revenue Manager,Yes,November,5
REV-000183,FY2023/2024,2023-09-16,RG-05,CC-024,Service Fees,International Organisation,RCP-704162,586000,519000,-67000,Bank Transfer,Unreconciled,2023-09-21,5,Revenue Manager,No,September,3
REV-000184,FY2023/2024,2023-10-03,RG-01,CC-023,Publication Sales,NGO,RCP-935034,397000,306000,-91000,Cheque,Reconciled,2023-10-14,11,Revenue Manager,Yes,October,4
REV-000185,FY2023/2024,2023-09-08,RG-01,CC-011,Certification Fees,Private Company,RCP-716673,592000,328000,-264000,Bank Transfer,Unreconciled,2023-09-17,9,Revenue Manager,Yes,September,3
REV-000186,FY2023/2024,2023-12-20,RG-04,CC-025,Inspection Fees,NGO,RCP-765292,624000,583000,-41000,Cash,Reconciled,2023-12-24,4,Revenue Manager,No,December,6
REV-000187,FY2023/2024,2024-01-13,RG-01,CC-007,Publication Sales,Individual,RCP-542213,619000,401000,-218000,Online Portal,Reconciled,2024-01-24,11,Revenue Manager,Yes,January,7
REV-000188,FY2023/2024,2023-10-01,RG-03,CC-027,Consultancy Income,Government Agency,RCP-936651,668000,484000,-184000,Bank Transfer,Unreconciled,2023-10-06,5,Revenue Manager,No,October,4
REV-000189,FY2023/2024,2024-03-01,RG-02,CC-029,Service Fees,Government Agency,RCP-271535,657000,509000,-148000,Cash,Reconciled,2024-03-08,7,Revenue Manager,Yes,February,8
REV-000190,FY2023/2024,2024-03-16,RG-01,CC-004,Service Fees,NGO,RCP-883258,760000,444000,-316000,Cash,Reconciled,2024-03-24,8,Revenue Manager,Yes,March,9
REV-000191,FY2023/2024,2023-09-27,RG-01,CC-007,Licensing Fees,Individual,RCP-344236,560000,571000,11000,Online Portal,Reconciled,2023-10-10,13,Revenue Manager,Yes,September,3
REV-000192,FY2023/2024,2024-02-25,RG-01,CC-014,Certification Fees,International Organisation,RCP-537042,284000,239000,-45000,Online Portal,Unreconciled,2024-03-01,5,Revenue Manager,No,February,8
REV-000193,FY2023/2024,2023-12-27,RG-02,CC-022,Publication Sales,Individual,RCP-492941,739000,606000,-133000,Cash,Reconciled,2024-01-09,13,Revenue Manager,Yes,December,6
REV-000194,FY2023/2024,2024-06-03,RG-01,CC-009,Certification Fees,Government Agency,RCP-676824,715000,626000,-89000,Online Portal,Reconciled,2024-06-17,14,Revenue Manager,Yes,June,12
REV-000195,FY2023/2024,2023-12-16,RG-05,CC-024,Licensing Fees,NGO,RCP-941116,702000,523000,-179000,Bank Transfer,Unreconciled,2023-12-22,6,Revenue Manager,Yes,December,6
REV-000196,FY2023/2024,2023-10-01,RG-01,CC-004,Certification Fees,International Organisation,RCP-965372,465000,491000,26000,MPESA,Unreconciled,2023-10-12,11,Revenue Manager,Yes,October,4
REV-000197,FY2023/2024,2023-07-31,RG-01,CC-014,Service Fees,Individual,RCP-767341,729000,594000,-135000,Cash,Reconciled,2023-08-06,6,Revenue Manager,Yes,July,1
REV-000198,FY2023/2024,2023-12-11,RG-07,CC-020,Facility Hire,NGO,RCP-348118,682000,457000,-225000,MPESA,Reconciled,2023-12-11,0,Revenue Manager,No,December,6
REV-000199,FY2023/2024,2024-06-25,RG-01,CC-013,Facility Hire,International Organisation,RCP-742345,721000,823000,102000,Online Portal,Reconciled,2024-07-06,11,Revenue Manager,Yes,June,12
REV-000200,FY2023/2024,2023-10-23,RG-01,CC-012,Licensing Fees,NGO,RCP-548443,442000,423000,-19000,Bank Transfer,Unreconciled,2023-11-05,13,Revenue Manager,Yes,October,4
REV-000201,FY2023/2024,2023-08-05,RG-01,CC-031,Facility Hire,International Organisation,RCP-693822,303000,243000,-60000,Online Portal,Pending,2023-08-14,9,Revenue Manager,Yes,August,2
REV-000202,FY2023/2024,2023-08-28,RG-01,CC-014,Facility Hire,NGO,RCP-869490,113000,84000,-29000,MPESA,Unreconciled,2023-09-03,6,Revenue Manager,Yes,August,2
REV-000203,FY2023/2024,2023-11-11,RG-03,CC-027,Inspection Fees,International Organisation,RCP-727362,312000,261000,-51000,Online Portal,Reconciled,2023-11-24,13,Revenue Manager,Yes,November,5
REV-000204,FY2023/2024,2024-05-01,RG-02,CC-029,Training Fees,Individual,RCP-722088,423000,416000,-7000,Bank Transfer,Reconciled,2024-05-13,12,Revenue Manager,Yes,April,10
REV-000205,FY2023/2024,2024-04-13,RG-05,CC-018,Certification Fees,Individual,RCP-595297,744000,592000,-152000,Online Portal,Reconciled,2024-04-18,5,Revenue Manager,No,April,10
REV-000206,FY2023/2024,2023-07-02,RG-01,CC-009,Training Fees,International Organisation,RCP-403555,784000,630000,-154000,Online Portal,Reconciled,2023-07-06,4,Revenue Manager,No,July,1
REV-000207,FY2023/2024,2023-12-21,RG-02,CC-029,Licensing Fees,Private Company,RCP-516508,312000,244000,-68000,Cash,Reconciled,2024-01-03,13,Revenue Manager,Yes,December,6
REV-000208,FY2023/2024,2024-05-19,RG-04,CC-025,Service Fees,Individual,RCP-600861,608000,546000,-62000,Cash,Reconciled,2024-05-29,10,Revenue Manager,Yes,May,11
REV-000209,FY2023/2024,2023-10-02,RG-01,CC-001,Certification Fees,Individual,RCP-746684,777000,681000,-96000,Bank Transfer,Reconciled,2023-10-12,10,Revenue Manager,Yes,October,4
REV-000210,FY2023/2024,2024-06-29,RG-04,CC-026,Certification Fees,Individual,RCP-918569,252000,281000,29000,Bank Transfer,Reconciled,2024-06-29,0,Revenue Manager,No,June,12
REV-000211,FY2023/2024,2024-02-17,RG-01,CC-013,Training Fees,Individual,RCP-948451,232000,214000,-18000,Cash,Reconciled,2024-02-23,6,Revenue Manager,Yes,February,8
REV-000212,FY2023/2024,2023-10-01,RG-05,CC-018,Consultancy Income,Private Company,RCP-979173,451000,423000,-28000,Bank Transfer,Reconciled,2023-10-07,6,Revenue Manager,Yes,September,3
REV-000213,FY2023/2024,2023-07-11,RG-01,CC-007,Certification Fees,NGO,RCP-243404,390000,331000,-59000,Cheque,Reconciled,2023-07-25,14,Revenue Manager,Yes,July,1
REV-000214,FY2023/2024,2023-12-03,RG-01,CC-009,Service Fees,International Organisation,RCP-953842,552000,610000,58000,Cash,Reconciled,2023-12-06,3,Revenue Manager,No,December,6
REV-000215,FY2023/2024,2023-07-16,RG-04,CC-017,Training Fees,NGO,RCP-323336,501000,413000,-88000,Online Portal,Reconciled,2023-07-27,11,Revenue Manager,Yes,July,1
REV-000216,FY2023/2024,2024-02-07,RG-01,CC-006,Facility Hire,International Organisation,RCP-224835,291000,256000,-35000,Online Portal,Reconciled,2024-02-08,1,Revenue Manager,No,February,8
REV-000217,FY2023/2024,2023-07-19,RG-03,CC-016,Consultancy Income,International Organisation,RCP-610866,191000,171000,-20000,Cash,Unreconciled,2023-07-29,10,Revenue Manager,Yes,July,1
REV-000218,FY2023/2024,2023-12-01,RG-01,CC-012,Licensing Fees,Individual,RCP-275959,642000,610000,-32000,Cash,Unreconciled,2023-12-01,0,Revenue Manager,No,November,5
REV-000219,FY2023/2024,2024-05-06,RG-03,CC-016,Certification Fees,Private Company,RCP-530639,620000,792000,172000,Online Portal,Reconciled,2024-05-12,6,Revenue Manager,Yes,May,11
REV-000220,FY2023/2024,2024-06-08,RG-01,CC-009,Licensing Fees,Individual,RCP-840161,774000,619000,-155000,MPESA,Reconciled,2024-06-12,4,Revenue Manager,No,June,12
REV-000221,FY2023/2024,2023-09-02,RG-01,CC-001,Publication Sales,Government Agency,RCP-444762,219000,123000,-96000,Online Portal,Reconciled,2023-09-04,2,Revenue Manager,No,September,3
REV-000222,FY2023/2024,2024-06-17,RG-01,CC-004,Consultancy Income,NGO,RCP-863981,687000,509000,-178000,Bank Transfer,Reconciled,2024-06-30,13,Revenue Manager,Yes,June,12
REV-000223,FY2023/2024,2024-06-28,RG-02,CC-022,Service Fees,NGO,RCP-255213,578000,495000,-83000,Cheque,Reconciled,2024-06-29,1,Revenue Manager,No,June,12
REV-000224,FY2023/2024,2023-07-07,RG-01,CC-014,Service Fees,International Organisation,RCP-222882,593000,356000,-237000,Cheque,Pending,2023-07-08,1,Revenue Manager,No,July,1
REV-000225,FY2023/2024,2024-03-19,RG-01,CC-010,Certification Fees,Individual,RCP-362519,735000,506000,-229000,MPESA,Reconciled,2024-03-31,12,Revenue Manager,Yes,March,9
REV-000226,FY2023/2024,2024-04-25,RG-04,CC-017,Consultancy Income,NGO,RCP-346270,779000,649000,-130000,Bank Transfer,Reconciled,2024-04-27,2,Revenue Manager,No,April,10
REV-000227,FY2023/2024,2023-07-10,RG-08,CC-021,Inspection Fees,NGO,RCP-447769,500000,302000,-198000,Bank Transfer,Pending,2023-07-19,9,Revenue Manager,Yes,July,1
REV-000228,FY2023/2024,2023-12-21,RG-01,CC-001,Certification Fees,International Organisation,RCP-547933,376000,256000,-120000,Cheque,Reconciled,2023-12-27,6,Revenue Manager,Yes,December,6
REV-000229,FY2023/2024,2024-05-01,RG-07,CC-030,Publication Sales,International Organisation,RCP-605476,572000,587000,15000,Online Portal,Reconciled,2024-05-05,4,Revenue Manager,No,May,11
REV-000230,FY2023/2024,2024-05-23,RG-01,CC-005,Consultancy Income,International Organisation,RCP-765578,519000,551000,32000,MPESA,Reconciled,2024-05-30,7,Revenue Manager,Yes,May,11
REV-000231,FY2023/2024,2024-03-30,RG-01,CC-012,Training Fees,International Organisation,RCP-223471,666000,672000,6000,Cheque,Reconciled,2024-04-10,11,Revenue Manager,Yes,March,9
REV-000232,FY2023/2024,2023-10-04,RG-01,CC-014,Inspection Fees,Individual,RCP-267052,659000,473000,-186000,Online Portal,Reconciled,2023-10-16,12,Revenue Manager,Yes,October,4
REV-000233,FY2023/2024,2023-11-01,RG-04,CC-025,Inspection Fees,Individual,RCP-781339,218000,261000,43000,Cash,Reconciled,2023-11-08,7,Revenue Manager,Yes,November,5
REV-000234,FY2023/2024,2024-01-21,RG-01,CC-010,Publication Sales,International Organisation,RCP-671668,372000,299000,-73000,Online Portal,Reconciled,2024-01-22,1,Revenue Manager,No,January,7
REV-000235,FY2023/2024,2024-04-05,RG-01,CC-004,Licensing Fees,NGO,RCP-814255,619000,769000,150000,MPESA,Reconciled,2024-04-09,4,Revenue Manager,No,April,10
REV-000236,FY2023/2024,2023-07-25,RG-07,CC-030,Consultancy Income,Government Agency,RCP-958415,194000,159000,-35000,Bank Transfer,Reconciled,2023-08-02,8,Revenue Manager,Yes,July,1
REV-000237,FY2023/2024,2024-05-15,RG-02,CC-029,Facility Hire,International Organisation,RCP-515392,399000,330000,-69000,Cheque,Reconciled,2024-05-16,1,Revenue Manager,No,May,11
REV-000238,FY2023/2024,2023-12-29,RG-02,CC-028,Consultancy Income,Individual,RCP-742280,242000,172000,-70000,Bank Transfer,Reconciled,2024-01-05,7,Revenue Manager,Yes,December,6
REV-000239,FY2023/2024,2024-06-09,RG-01,CC-031,Certification Fees,Government Agency,RCP-833353,688000,695000,7000,Bank Transfer,Reconciled,2024-06-14,5,Revenue Manager,No,June,12
REV-000240,FY2023/2024,2024-05-09,RG-01,CC-032,Publication Sales,Individual,RCP-410260,176000,177000,1000,Bank Transfer,Reconciled,2024-05-23,14,Revenue Manager,Yes,May,11
REV-000241,FY2023/2024,2023-07-20,RG-01,CC-009,Training Fees,Private Company,RCP-103372,303000,295000,-8000,Online Portal,Reconciled,2023-07-28,8,Revenue Manager,Yes,July,1
REV-000242,FY2023/2024,2023-11-16,RG-07,CC-020,Facility Hire,Private Company,RCP-160330,512000,528000,16000,Cash,Reconciled,2023-11-25,9,Revenue Manager,Yes,November,5
REV-000243,FY2023/2024,2023-07-20,RG-02,CC-028,Certification Fees,Private Company,RCP-109158,790000,666000,-124000,Bank Transfer,Reconciled,2023-07-30,10,Revenue Manager,Yes,July,1
REV-000244,FY2023/2024,2023-08-06,RG-05,CC-018,Training Fees,Private Company,RCP-307464,614000,429000,-185000,MPESA,Reconciled,2023-08-07,1,Revenue Manager,No,August,2
REV-000245,FY2023/2024,2023-08-03,RG-01,CC-014,Publication Sales,NGO,RCP-547076,661000,489000,-172000,Cash,Reconciled,2023-08-15,12,Revenue Manager,Yes,August,2
REV-000246,FY2023/2024,2024-03-16,RG-01,CC-031,Licensing Fees,International Organisation,RCP-618211,116000,84000,-32000,Online Portal,Reconciled,2024-03-27,11,Revenue Manager,Yes,March,9
REV-000247,FY2023/2024,2024-06-18,RG-04,CC-025,Facility Hire,International Organisation,RCP-303974,213000,192000,-21000,Bank Transfer,Reconciled,2024-06-18,0,Revenue Manager,No,June,12
REV-000248,FY2023/2024,2023-10-02,RG-07,CC-020,Certification Fees,NGO,RCP-894697,437000,466000,29000,Cheque,Reconciled,2023-10-13,11,Revenue Manager,Yes,October,4
REV-000249,FY2023/2024,2024-02-09,RG-01,CC-012,Consultancy Income,Private Company,RCP-663789,125000,132000,7000,Online Portal,Reconciled,2024-02-12,3,Revenue Manager,No,February,8
REV-000250,FY2023/2024,2023-08-25,RG-01,CC-007,Consultancy Income,Individual,RCP-612104,341000,324000,-17000,Cash,Reconciled,2023-08-29,4,Revenue Manager,No,August,2
REV-000251,FY2023/2024,2024-03-27,RG-04,CC-026,Licensing Fees,Private Company,RCP-521651,241000,206000,-35000,Bank Transfer,Reconciled,2024-04-09,13,Revenue Manager,Yes,March,9
REV-000252,FY2023/2024,2023-12-04,RG-03,CC-027,Publication Sales,Government Agency,RCP-227817,688000,685000,-3000,Bank Transfer,Reconciled,2023-12-10,6,Revenue Manager,Yes,December,6
REV-000253,FY2023/2024,2023-08-11,RG-03,CC-016,Licensing Fees,NGO,RCP-255098,663000,606000,-57000,Cheque,Pending,2023-08-25,14,Revenue Manager,Yes,August,2
REV-000254,FY2023/2024,2023-11-12,RG-01,CC-010,Licensing Fees,Individual,RCP-327473,767000,675000,-92000,MPESA,Reconciled,2023-11-22,10,Revenue Manager,Yes,November,5
REV-000255,FY2023/2024,2023-08-10,RG-08,CC-021,Licensing Fees,Individual,RCP-686189,255000,258000,3000,Bank Transfer,Reconciled,2023-08-22,12,Revenue Manager,Yes,August,2
REV-000256,FY2023/2024,2024-05-10,RG-01,CC-013,Service Fees,Government Agency,RCP-123250,116000,89000,-27000,Bank Transfer,Pending,2024-05-24,14,Revenue Manager,Yes,May,11
REV-000257,FY2023/2024,2024-01-20,RG-01,CC-011,Licensing Fees,Private Company,RCP-937976,548000,464000,-84000,Cash,Unreconciled,2024-01-27,7,Revenue Manager,Yes,January,7
REV-000258,FY2023/2024,2023-09-22,RG-03,CC-027,Consultancy Income,International Organisation,RCP-720110,353000,292000,-61000,MPESA,Reconciled,2023-09-23,1,Revenue Manager,No,September,3
REV-000259,FY2023/2024,2023-10-08,RG-01,CC-008,Facility Hire,International Organisation,RCP-460932,395000,428000,33000,Bank Transfer,Reconciled,2023-10-15,7,Revenue Manager,Yes,October,4
