AllocationID,FinancialYear,Month,FYMonthNumber,CalendarYear,BudgetVersion,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,MonthlyAllocationAmount,CumulativeAllocationAmount,AllocationDate,AllocationReference,SourceDocument,CreatedByRole,CreatedDate,LastUpdatedDate
MA-000111,FY2023/2024,September,3,2023,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,2105105,5262762,2023-09-01,MA-612311,BD-881177,Head of Budget,2023-08-27,2023-09-01
MA-000112,FY2023/2024,October,4,2023,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,1754254,7017016,2023-10-01,MA-894993,BD-881177,Head of Budget,2023-09-29,2023-10-01
MA-000113,FY2023/2024,November,5,2023,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,1929679,8946695,2023-11-01,MA-824156,BD-881177,Head of Budget,2023-10-28,2023-11-01
MA-000114,FY2023/2024,December,6,2023,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,1578829,10525524,2023-12-01,MA-777278,BD-881177,Head of Budget,2023-11-27,2023-12-01
MA-000115,FY2023/2024,January,7,2024,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,1754254,12279778,2024-01-01,MA-569945,BD-881177,Head of Budget,2023-12-31,2024-01-01
MA-000116,FY2023/2024,February,8,2024,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,1929679,14209457,2024-02-01,MA-197573,BD-881177,Head of Budget,2024-01-29,2024-02-01
MA-000117,FY2023/2024,March,9,2024,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,2105105,16314562,2024-03-01,MA-332360,BD-881177,Head of Budget,2024-02-26,2024-03-01
MA-000118,FY2023/2024,April,10,2024,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,2280530,18595092,2024-04-01,MA-825391,BD-881177,Head of Budget,2024-03-30,2024-04-01
MA-000119,FY2023/2024,May,11,2024,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,2631381,21226473,2024-05-01,MA-421080,BD-881177,Head of Budget,2024-04-26,2024-05-01
MA-000120,FY2023/2024,June,12,2024,Original,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2240,3508509,24734982,2024-06-01,MA-486945,BD-881177,Head of Budget,2024-05-28,2024-06-01
MA-000121,FY2023/2024,July,1,2023,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,5613613,5613613,2023-07-01,MA-680358,BD-518801,Head of Budget,2023-06-26,2023-07-01
MA-000122,FY2023/2024,August,2,2023,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,4490890,10104503,2023-08-01,MA-460455,BD-518801,Head of Budget,2023-07-28,2023-08-01
MA-000123,FY2023/2024,September,3,2023,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,6736336,16840839,2023-09-01,MA-882169,BD-518801,Head of Budget,2023-08-27,2023-09-01
MA-000124,FY2023/2024,October,4,2023,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,5613613,22454452,2023-10-01,MA-446859,BD-518801,Head of Budget,2023-09-28,2023-10-01
MA-000125,FY2023/2024,November,5,2023,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,6174974,28629426,2023-11-01,MA-836996,BD-518801,Head of Budget,2023-10-28,2023-11-01
MA-000126,FY2023/2024,December,6,2023,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,5052252,33681678,2023-12-01,MA-384076,BD-518801,Head of Budget,2023-11-28,2023-12-01
MA-000127,FY2023/2024,January,7,2024,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,5613613,39295291,2024-01-01,MA-363615,BD-518801,Head of Budget,2023-12-30,2024-01-01
MA-000128,FY2023/2024,February,8,2024,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,6174974,45470265,2024-02-01,MA-226516,BD-518801,Head of Budget,2024-01-30,2024-02-01
MA-000129,FY2023/2024,March,9,2024,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,6736336,52206601,2024-03-01,MA-430876,BD-518801,Head of Budget,2024-02-29,2024-03-01
MA-000130,FY2023/2024,April,10,2024,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,7297697,59504298,2024-04-01,MA-878967,BD-518801,Head of Budget,2024-03-27,2024-04-01
MA-000131,FY2023/2024,May,11,2024,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,8420419,67924717,2024-05-01,MA-899213,BD-518801,Head of Budget,2024-04-29,2024-05-01
MA-000132,FY2023/2024,June,12,2024,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S03,V-2440,11227226,79151943,2024-06-01,MA-300845,BD-518801,Head of Budget,2024-05-30,2024-06-01
MA-000133,FY2023/2024,July,1,2023,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,5613613,5613613,2023-07-01,MA-874483,BD-634277,Head of Budget,2023-06-27,2023-07-01
MA-000134,FY2023/2024,August,2,2023,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,4490890,10104503,2023-08-01,MA-389930,BD-634277,Head of Budget,2023-07-27,2023-08-01
MA-000135,FY2023/2024,September,3,2023,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,6736336,16840839,2023-09-01,MA-897135,BD-634277,Head of Budget,2023-08-27,2023-09-01
MA-000136,FY2023/2024,October,4,2023,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,5613613,22454452,2023-10-01,MA-725780,BD-634277,Head of Budget,2023-09-28,2023-10-01
MA-000137,FY2023/2024,November,5,2023,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,6174974,28629426,2023-11-01,MA-205409,BD-634277,Head of Budget,2023-10-30,2023-11-01
MA-000138,FY2023/2024,December,6,2023,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,5052252,33681678,2023-12-01,MA-410636,BD-634277,Head of Budget,2023-11-29,2023-12-01
MA-000139,FY2023/2024,January,7,2024,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,5613613,39295291,2024-01-01,MA-478411,BD-634277,Head of Budget,2023-12-30,2024-01-01
MA-000140,FY2023/2024,February,8,2024,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,6174974,45470265,2024-02-01,MA-416950,BD-634277,Head of Budget,2024-01-31,2024-02-01
MA-000141,FY2023/2024,March,9,2024,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,6736336,52206601,2024-03-01,MA-842411,BD-634277,Head of Budget,2024-02-25,2024-03-01
MA-000142,FY2023/2024,April,10,2024,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,7297697,59504298,2024-04-01,MA-232731,BD-634277,Head of Budget,2024-03-29,2024-04-01
MA-000143,FY2023/2024,May,11,2024,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,8420419,67924717,2024-05-01,MA-147726,BD-634277,Head of Budget,2024-04-30,2024-05-01
MA-000144,FY2023/2024,June,12,2024,Original,PRG-12,DIR-12,CC-012,RG-01,FS-03,DON-00,ACT-028,ACT-028-S01,V-5110,11227226,79151943,2024-06-01,MA-680238,BD-634277,Head of Budget,2024-05-29,2024-06-01
MA-000145,FY2023/2024,July,1,2023,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,1754254,1754254,2023-07-01,MA-831295,BD-260265,Head of Budget,2023-06-29,2023-07-01
MA-000146,FY2023/2024,August,2,2023,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,1403403,3157657,2023-08-01,MA-768854,BD-260265,Head of Budget,2023-07-28,2023-08-01
MA-000147,FY2023/2024,September,3,2023,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,2105105,5262762,2023-09-01,MA-207570,BD-260265,Head of Budget,2023-08-31,2023-09-01
MA-000148,FY2023/2024,October,4,2023,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,1754254,7017016,2023-10-01,MA-701949,BD-260265,Head of Budget,2023-09-28,2023-10-01
MA-000149,FY2023/2024,November,5,2023,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,1929679,8946695,2023-11-01,MA-592198,BD-260265,Head of Budget,2023-10-28,2023-11-01
MA-000150,FY2023/2024,December,6,2023,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,1578829,10525524,2023-12-01,MA-561865,BD-260265,Head of Budget,2023-11-28,2023-12-01
MA-000151,FY2023/2024,January,7,2024,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,1754254,12279778,2024-01-01,MA-293319,BD-260265,Head of Budget,2023-12-31,2024-01-01
MA-000152,FY2023/2024,February,8,2024,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,1929679,14209457,2024-02-01,MA-364742,BD-260265,Head of Budget,2024-01-28,2024-02-01
MA-000153,FY2023/2024,March,9,2024,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,2105105,16314562,2024-03-01,MA-219629,BD-260265,Head of Budget,2024-02-29,2024-03-01
MA-000154,FY2023/2024,April,10,2024,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,2280530,18595092,2024-04-01,MA-520172,BD-260265,Head of Budget,2024-03-28,2024-04-01
MA-000155,FY2023/2024,May,11,2024,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,2631381,21226473,2024-05-01,MA-177680,BD-260265,Head of Budget,2024-04-26,2024-05-01
MA-000156,FY2023/2024,June,12,2024,Original,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2520,3508509,24734982,2024-06-01,MA-760021,BD-260265,Head of Budget,2024-05-31,2024-06-01
MA-000157,FY2023/2024,July,1,2023,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2455956,2455956,2023-07-01,MA-259097,BD-503457,Head of Budget,2023-06-29,2023-07-01
MA-000158,FY2023/2024,August,2,2023,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,1964765,4420721,2023-08-01,MA-950544,BD-503457,Head of Budget,2023-07-27,2023-08-01
MA-000159,FY2023/2024,September,3,2023,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2947147,7367868,2023-09-01,MA-418594,BD-503457,Head of Budget,2023-08-31,2023-09-01
MA-000160,FY2023/2024,October,4,2023,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2455956,9823824,2023-10-01,MA-360247,BD-503457,Head of Budget,2023-09-30,2023-10-01
MA-000161,FY2023/2024,November,5,2023,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2701551,12525375,2023-11-01,MA-685181,BD-503457,Head of Budget,2023-10-28,2023-11-01
MA-000162,FY2023/2024,December,6,2023,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2210360,14735735,2023-12-01,MA-735770,BD-503457,Head of Budget,2023-11-26,2023-12-01
MA-000163,FY2023/2024,January,7,2024,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2455956,17191691,2024-01-01,MA-929151,BD-503457,Head of Budget,2023-12-27,2024-01-01
MA-000164,FY2023/2024,February,8,2024,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2701551,19893242,2024-02-01,MA-336650,BD-503457,Head of Budget,2024-01-27,2024-02-01
MA-000165,FY2023/2024,March,9,2024,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,2947147,22840389,2024-03-01,MA-498855,BD-503457,Head of Budget,2024-02-26,2024-03-01
MA-000166,FY2023/2024,April,10,2024,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,3192742,26033131,2024-04-01,MA-564226,BD-503457,Head of Budget,2024-03-29,2024-04-01
MA-000167,FY2023/2024,May,11,2024,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,3683934,29717065,2024-05-01,MA-717113,BD-503457,Head of Budget,2024-04-27,2024-05-01
MA-000168,FY2023/2024,June,12,2024,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-2210,4911910,34628975,2024-06-01,MA-420214,BD-503457,Head of Budget,2024-05-27,2024-06-01
MA-000169,FY2023/2024,July,1,2023,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2455956,2455956,2023-07-01,MA-751194,BD-112038,Head of Budget,2023-06-30,2023-07-01
MA-000170,FY2023/2024,August,2,2023,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,1964765,4420721,2023-08-01,MA-739244,BD-112038,Head of Budget,2023-07-31,2023-08-01
MA-000171,FY2023/2024,September,3,2023,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2947147,7367868,2023-09-01,MA-899787,BD-112038,Head of Budget,2023-08-30,2023-09-01
MA-000172,FY2023/2024,October,4,2023,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2455956,9823824,2023-10-01,MA-755900,BD-112038,Head of Budget,2023-09-29,2023-10-01
MA-000173,FY2023/2024,November,5,2023,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2701551,12525375,2023-11-01,MA-377501,BD-112038,Head of Budget,2023-10-31,2023-11-01
MA-000174,FY2023/2024,December,6,2023,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2210360,14735735,2023-12-01,MA-264686,BD-112038,Head of Budget,2023-11-29,2023-12-01
MA-000175,FY2023/2024,January,7,2024,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2455956,17191691,2024-01-01,MA-282256,BD-112038,Head of Budget,2023-12-27,2024-01-01
MA-000176,FY2023/2024,February,8,2024,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2701551,19893242,2024-02-01,MA-178711,BD-112038,Head of Budget,2024-01-30,2024-02-01
MA-000177,FY2023/2024,March,9,2024,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,2947147,22840389,2024-03-01,MA-102805,BD-112038,Head of Budget,2024-02-26,2024-03-01
MA-000178,FY2023/2024,April,10,2024,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,3192742,26033131,2024-04-01,MA-572387,BD-112038,Head of Budget,2024-03-27,2024-04-01
MA-000179,FY2023/2024,May,11,2024,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,3683934,29717065,2024-05-01,MA-592738,BD-112038,Head of Budget,2024-04-28,2024-05-01
MA-000180,FY2023/2024,June,12,2024,Original,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-030,ACT-030-S02,V-2430,4911910,34628975,2024-06-01,MA-134225,BD-112038,Head of Budget,2024-05-30,2024-06-01
MA-000181,FY2023/2024,July,1,2023,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2455956,2455956,2023-07-01,MA-402099,BD-905934,Head of Budget,2023-06-28,2023-07-01
MA-000182,FY2023/2024,August,2,2023,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,1964765,4420721,2023-08-01,MA-837135,BD-905934,Head of Budget,2023-07-28,2023-08-01
MA-000183,FY2023/2024,September,3,2023,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2947147,7367868,2023-09-01,MA-174637,BD-905934,Head of Budget,2023-08-30,2023-09-01
MA-000184,FY2023/2024,October,4,2023,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2455956,9823824,2023-10-01,MA-377405,BD-905934,Head of Budget,2023-09-26,2023-10-01
MA-000185,FY2023/2024,November,5,2023,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2701551,12525375,2023-11-01,MA-793300,BD-905934,Head of Budget,2023-10-30,2023-11-01
MA-000186,FY2023/2024,December,6,2023,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2210360,14735735,2023-12-01,MA-545790,BD-905934,Head of Budget,2023-11-30,2023-12-01
MA-000187,FY2023/2024,January,7,2024,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2455956,17191691,2024-01-01,MA-671015,BD-905934,Head of Budget,2023-12-30,2024-01-01
MA-000188,FY2023/2024,February,8,2024,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2701551,19893242,2024-02-01,MA-779094,BD-905934,Head of Budget,2024-01-30,2024-02-01
MA-000189,FY2023/2024,March,9,2024,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2947147,22840389,2024-03-01,MA-378535,BD-905934,Head of Budget,2024-02-28,2024-03-01
MA-000190,FY2023/2024,April,10,2024,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,3192742,26033131,2024-04-01,MA-174878,BD-905934,Head of Budget,2024-03-31,2024-04-01
MA-000191,FY2023/2024,May,11,2024,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,3683934,29717065,2024-05-01,MA-273982,BD-905934,Head of Budget,2024-04-28,2024-05-01
MA-000192,FY2023/2024,June,12,2024,Original,PRG-13,DIR-13,CC-016,RG-03,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,4911910,34628975,2024-06-01,MA-723948,BD-905934,Head of Budget,2024-05-27,2024-06-01
MA-000193,FY2023/2024,July,1,2023,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2455956,2455956,2023-07-01,MA-402630,BD-575763,Head of Budget,2023-06-27,2023-07-01
MA-000194,FY2023/2024,August,2,2023,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,1964765,4420721,2023-08-01,MA-230394,BD-575763,Head of Budget,2023-07-28,2023-08-01
MA-000195,FY2023/2024,September,3,2023,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2947147,7367868,2023-09-01,MA-822131,BD-575763,Head of Budget,2023-08-29,2023-09-01
MA-000196,FY2023/2024,October,4,2023,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2455956,9823824,2023-10-01,MA-833723,BD-575763,Head of Budget,2023-09-27,2023-10-01
MA-000197,FY2023/2024,November,5,2023,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2701551,12525375,2023-11-01,MA-385470,BD-575763,Head of Budget,2023-10-27,2023-11-01
MA-000198,FY2023/2024,December,6,2023,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2210360,14735735,2023-12-01,MA-666211,BD-575763,Head of Budget,2023-11-27,2023-12-01
MA-000199,FY2023/2024,January,7,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2455956,17191691,2024-01-01,MA-559023,BD-575763,Head of Budget,2023-12-31,2024-01-01
MA-000200,FY2023/2024,February,8,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2701551,19893242,2024-02-01,MA-727086,BD-575763,Head of Budget,2024-01-31,2024-02-01
MA-000201,FY2023/2024,March,9,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,2947147,22840389,2024-03-01,MA-553014,BD-575763,Head of Budget,2024-02-27,2024-03-01
MA-000202,FY2023/2024,April,10,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,3192742,26033131,2024-04-01,MA-733039,BD-575763,Head of Budget,2024-03-29,2024-04-01
MA-000203,FY2023/2024,May,11,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,3683934,29717065,2024-05-01,MA-127121,BD-575763,Head of Budget,2024-04-30,2024-05-01
MA-000204,FY2023/2024,June,12,2024,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-030,ACT-030-S01,V-2220,4911910,34628975,2024-06-01,MA-340044,BD-575763,Head of Budget,2024-05-27,2024-06-01
MA-000205,FY2023/2024,July,1,2023,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2455956,2455956,2023-07-01,MA-715643,BD-624902,Head of Budget,2023-06-30,2023-07-01
MA-000206,FY2023/2024,August,2,2023,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,1964765,4420721,2023-08-01,MA-901909,BD-624902,Head of Budget,2023-07-29,2023-08-01
MA-000207,FY2023/2024,September,3,2023,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2947147,7367868,2023-09-01,MA-704238,BD-624902,Head of Budget,2023-08-31,2023-09-01
MA-000208,FY2023/2024,October,4,2023,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2455956,9823824,2023-10-01,MA-900177,BD-624902,Head of Budget,2023-09-29,2023-10-01
MA-000209,FY2023/2024,November,5,2023,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2701551,12525375,2023-11-01,MA-593355,BD-624902,Head of Budget,2023-10-27,2023-11-01
MA-000210,FY2023/2024,December,6,2023,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2210360,14735735,2023-12-01,MA-783157,BD-624902,Head of Budget,2023-11-27,2023-12-01
MA-000211,FY2023/2024,January,7,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2455956,17191691,2024-01-01,MA-391668,BD-624902,Head of Budget,2023-12-30,2024-01-01
MA-000212,FY2023/2024,February,8,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2701551,19893242,2024-02-01,MA-713762,BD-624902,Head of Budget,2024-01-28,2024-02-01
MA-000213,FY2023/2024,March,9,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,2947147,22840389,2024-03-01,MA-765620,BD-624902,Head of Budget,2024-02-26,2024-03-01
MA-000214,FY2023/2024,April,10,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,3192742,26033131,2024-04-01,MA-195674,BD-624902,Head of Budget,2024-03-28,2024-04-01
MA-000215,FY2023/2024,May,11,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,3683934,29717065,2024-05-01,MA-464863,BD-624902,Head of Budget,2024-04-27,2024-05-01
MA-000216,FY2023/2024,June,12,2024,Original,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-3110,4911910,34628975,2024-06-01,MA-449499,BD-624902,Head of Budget,2024-05-29,2024-06-01
MA-000217,FY2023/2024,July,1,2023,Original,PRG-13,DIR-13,CC-019,RG-06,FS-06,DON-05,ACT-029,ACT-029-S03,V-4130,2455956,2455956,2023-07-01,MA-802685,BD-308573,Head of Budget,2023-06-30,2023-07-01
MA-000218,FY2023/2024,August,2,2023,Original,PRG-13,DIR-13,CC-019,RG-06,FS-06,DON-05,ACT-029,ACT-029-S03,V-4130,1964765,4420721,2023-08-01,MA-999398,BD-308573,Head of Budget,2023-07-30,2023-08-01
MA-000219,FY2023/2024,September,3,2023,Original,PRG-13,DIR-13,CC-019,RG-06,FS-06,DON-05,ACT-029,ACT-029-S03,V-4130,2947147,7367868,2023-09-01,MA-445824,BD-308573,Head of Budget,2023-08-28,2023-09-01
MA-000220,FY2023/2024,October,4,2023,Original,PRG-13,DIR-13,CC-019,RG-06,FS-06,DON-05,ACT-029,ACT-029-S03,V-4130,2455956,9823824,2023-10-01,MA-827369,BD-308573,Head of Budget,2023-09-27,2023-10-01
MA-000221,FY2023/2024,November,5,2023,Original,PRG-13,DIR-13,CC-019,RG-06,FS-06,DON-05,ACT-029,ACT-029-S03,V-4130,2701551,12525375,2023-11-01,MA-402218,BD-308573,Head of Budget,2023-10-28,2023-11-01
