TransactionID,FinancialYear,TransactionDate,PostingDate,DocumentNumber,InvoiceNumber,SupplierID,SupplierCategory,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,ProcurementCategory,Description,GrossAmount,TaxAmount,NetAmount,CommitmentReference,PurchaseOrderReference,PaymentVoucherReference,PaymentStatus,PaymentDate,AccountingPeriod,EnteredByRole,ApprovedByRole,SourceSystem,DataQualityFlag
TXN-0000067,FY2023/2024,2024-06-11,2024-06-14,DOC-615138,INV-900771,SUP-3478,Printing and Stationery,PRG-12,DIR-12,CC-024,RG-05,FS-02,DON-00,ACT-028,ACT-028-S02,V-2520,Medical Supplies,Medical Supplies - Project Management,1116000,178600,937400,,PO-936994,PV-561362,Pending Payment,,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000068,FY2023/2024,2023-07-15,2023-07-18,DOC-473838,INV-843470,SUP-8949,Security Services,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-029,ACT-029-S01,V-2390,Security Services,Security Services - Regional Service Coordination,178000,28500,149500,CMT-986925,,PV-255245,Paid,2023-08-23,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000069,FY2023/2024,2023-08-19,2023-08-24,DOC-104326,INV-651567,SUP-3958,Utilities,PRG-12,DIR-12,CC-023,RG-01,FS-01,DON-00,ACT-027,ACT-027-S01,V-2540,Fuel and Lubricants,Fuel and Lubricants - Infrastructure Construction,366000,0,366000,,PO-622307,PV-809790,Paid,2023-10-05,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Error
TXN-0000070,FY2023/2024,2023-08-27,2023-08-29,DOC-842084,INV-791577,SUP-8861,Security Services,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-027,ACT-027-S02,V-2240,Construction,Construction - Infrastructure Construction,448000,0,448000,,PO-789969,PV-106087,Paid,2023-09-08,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000071,FY2023/2024,2023-12-11,2023-12-11,DOC-499917,INV-197046,SUP-7534,Training,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-007,ACT-007-S03,V-2250,Professional Services,Professional Services - Performance Monitoring and Reporting,438000,0,438000,CMT-908323,,PV-193520,Paid,2024-01-20,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000072,FY2023/2024,2023-07-04,2023-07-06,DOC-425164,INV-818234,SUP-3151,Travel and Accommodation,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2430,Medical Supplies,Medical Supplies - Regional Service Coordination,574000,0,574000,,,PV-637555,Paid,2023-08-07,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000073,FY2023/2024,2023-10-26,2023-10-28,DOC-197462,INV-142402,SUP-9410,Travel and Accommodation,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S02,V-4120,Construction,Construction - Equipment Maintenance and Repair,271000,0,271000,,PO-779068,PV-819571,Paid,2023-11-29,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000074,FY2023/2024,2024-06-10,2024-06-11,DOC-415001,INV-982416,SUP-5073,Printing and Stationery,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2540,ICT Services,ICT Services - Monitoring and Evaluation,1094000,0,1094000,CMT-696152,PO-180250,PV-147285,Cancelled,,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000075,FY2023/2024,2024-03-12,2024-03-14,DOC-876487,INV-793715,SUP-8583,Fuel and Lubricants,PRG-07,DIR-07,CC-007,RG-01,FS-01,DON-00,ACT-018,ACT-018-S02,V-2230,Consultancy,Consultancy - Contract Review and Litigation,425000,0,425000,,,PV-147457,Paid,2024-04-20,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000076,FY2023/2024,2023-08-20,2023-08-22,DOC-182020,INV-883317,SUP-5248,Equipment,PRG-12,DIR-12,CC-027,RG-03,FS-02,DON-00,ACT-040,ACT-040-S02,V-3120,Security Services,Security Services - Environmental and Social Safeguards,369000,0,369000,CMT-660333,PO-514118,PV-222346,Paid,2023-09-07,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000077,FY2023/2024,2023-07-10,2023-07-14,DOC-824211,INV-806533,SUP-7471,Training,PRG-11,DIR-11,CC-011,RG-01,FS-03,DON-00,ACT-026,ACT-026-S02,V-2430,Consultancy,Consultancy - Equipment Maintenance and Repair,373000,0,373000,CMT-241677,PO-217348,PV-955604,Pending Payment,,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000078,FY2023/2024,2023-07-28,2023-08-01,DOC-255362,INV-597013,SUP-7912,Professional Services,PRG-13,DIR-13,CC-013,RG-01,FS-02,DON-00,ACT-029,ACT-029-S01,V-4120,Equipment,Equipment - Regional Service Coordination,168000,26900,141100,CMT-259826,,PV-566895,Paid,2023-08-25,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000079,FY2023/2024,2024-02-02,2024-02-04,DOC-552762,INV-535878,SUP-9121,Consultancy,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-025,ACT-025-S02,V-2510,Construction,Construction - Technical Service Delivery,553000,0,553000,CMT-866591,PO-404899,PV-138815,Paid,2024-03-20,FY2023/2024-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000080,FY2023/2024,2024-02-11,2024-02-15,DOC-222621,INV-618823,SUP-6681,Security Services,PRG-12,DIR-12,CC-026,RG-04,FS-02,DON-00,ACT-028,ACT-028-S02,V-2390,Printing and Stationery,Printing and Stationery - Project Management,45000,7200,37800,,PO-402001,PV-861485,Paid,2024-03-17,FY2023/2024-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000081,FY2023/2024,2023-10-30,2023-11-03,DOC-591223,INV-237529,SUP-5806,Consultancy,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-026,ACT-026-S02,V-2390,Construction,Construction - Equipment Maintenance and Repair,548000,0,548000,,,PV-973548,Pending Payment,,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000082,FY2023/2024,2024-05-05,2024-05-06,DOC-932026,INV-536191,SUP-9089,Training,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-028,ACT-028-S01,V-2380,Consultancy,Consultancy - Project Management,119000,0,119000,CMT-683879,PO-119011,PV-476215,Paid,2024-06-18,FY2023/2024-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000083,FY2023/2024,2023-11-11,2023-11-14,DOC-334981,INV-609990,SUP-5224,Travel and Accommodation,PRG-12,DIR-12,CC-023,RG-01,FS-03,DON-00,ACT-040,ACT-040-S01,V-2340,Cleaning Services,Cleaning Services - Environmental and Social Safeguards,349000,0,349000,,,PV-907503,Paid,2023-12-03,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000084,FY2023/2024,2024-03-26,2024-03-29,DOC-211035,INV-919621,SUP-2669,Printing and Stationery,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S03,V-5110,ICT Services,ICT Services - Regional Service Coordination,519000,0,519000,CMT-210531,PO-223794,PV-315363,Cancelled,,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000085,FY2023/2024,2023-12-05,2023-12-10,DOC-311697,INV-560438,SUP-7811,Professional Services,PRG-11,DIR-11,CC-011,RG-01,FS-02,DON-00,ACT-026,ACT-026-S03,V-2460,Security Services,Security Services - Equipment Maintenance and Repair,403000,0,403000,CMT-948450,PO-400687,PV-629554,Paid,2023-12-23,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000086,FY2023/2024,2023-09-14,2023-09-15,DOC-529191,INV-581037,SUP-9456,Equipment,PRG-06,DIR-06,CC-006,RG-01,FS-01,DON-00,ACT-015,ACT-015-S02,V-2440,Equipment,Equipment - ICT Infrastructure Maintenance,204000,32600,171400,CMT-131208,PO-907562,PV-110431,Paid,2023-10-17,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000087,FY2023/2024,2024-06-13,2024-06-13,DOC-160617,INV-762288,SUP-9516,Training,PRG-05,DIR-05,CC-005,RG-01,FS-01,DON-00,ACT-011,ACT-011-S03,V-3120,Medical Supplies,Medical Supplies - Procurement Planning,247000,0,247000,CMT-813944,,PV-419105,Paid,2024-06-27,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000088,FY2023/2024,2024-06-07,2024-06-11,DOC-831351,INV-462021,SUP-7627,Maintenance,PRG-13,DIR-13,CC-021,RG-08,FS-04,DON-02,ACT-030,ACT-030-S01,V-2530,Consultancy,Consultancy - Community Outreach,520000,83200,436800,,PO-663539,PV-450741,Paid,2024-07-25,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000089,FY2023/2024,2024-01-06,2024-01-06,DOC-353063,INV-972655,SUP-5979,Consultancy,PRG-09,DIR-09,CC-009,RG-01,FS-01,DON-00,ACT-022,ACT-022-S01,V-2220,Training,Training - Stakeholder Engagement,327000,52300,274700,CMT-629818,PO-162857,PV-982464,Paid,2024-02-14,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000090,FY2023/2024,2023-12-24,2023-12-24,DOC-709845,INV-693071,SUP-9737,Construction,PRG-13,DIR-13,CC-017,RG-04,FS-02,DON-00,ACT-030,ACT-030-S01,V-2211,ICT Services,ICT Services - Community Outreach,257000,41100,215900,CMT-413735,PO-922911,PV-954672,Paid,2024-01-13,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000091,FY2023/2024,2024-06-15,2024-06-15,DOC-185927,INV-196729,SUP-2018,Utilities,PRG-09,DIR-09,CC-009,RG-01,FS-01,DON-00,ACT-022,ACT-022-S03,V-2510,Printing and Stationery,Printing and Stationery - Stakeholder Engagement,724000,0,724000,,PO-567836,PV-181865,Paid,2024-07-17,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000092,FY2023/2024,2023-12-21,2023-12-24,DOC-613321,INV-867260,SUP-7830,Fuel and Lubricants,PRG-12,DIR-12,CC-026,RG-04,FS-02,DON-00,ACT-040,ACT-040-S03,V-5120,Office Furniture,Office Furniture - Environmental and Social Safeguards,162000,0,162000,CMT-233299,PO-579946,PV-235670,Cancelled,,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000093,FY2023/2024,2024-06-30,2024-06-30,DOC-487538,INV-699538,SUP-5744,Professional Services,PRG-08,DIR-08,CC-008,RG-01,FS-01,DON-00,ACT-019,ACT-019-S02,V-4120,Fuel and Lubricants,Fuel and Lubricants - Internal Audit Programmes,1136000,0,1136000,CMT-223461,PO-492649,PV-417991,Paid,2024-07-31,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000094,FY2023/2024,2023-11-29,2023-12-01,DOC-674134,INV-465584,SUP-2106,Professional Services,PRG-11,DIR-11,CC-032,RG-01,FS-02,DON-00,ACT-025,ACT-025-S01,V-2310,Utilities,Utilities - Technical Service Delivery,64000,0,64000,CMT-700896,PO-574348,PV-454233,Paid,2024-01-06,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000095,FY2023/2024,2024-01-05,2024-01-10,DOC-529526,INV-506045,SUP-4814,Utilities,PRG-11,DIR-11,CC-031,RG-01,FS-02,DON-00,ACT-025,ACT-025-S01,V-5110,Medical Supplies,Medical Supplies - Technical Service Delivery,286000,0,286000,CMT-148045,,PV-564620,Paid,2024-02-23,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000096,FY2023/2024,2024-06-18,2024-06-23,DOC-748758,INV-668154,SUP-1866,Construction,PRG-13,DIR-13,CC-018,RG-05,FS-02,DON-00,ACT-029,ACT-029-S01,V-2120,Medical Supplies,Medical Supplies - Regional Service Coordination,940000,0,940000,CMT-887017,PO-119570,PV-226126,Paid,2024-08-02,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000097,FY2023/2024,2024-05-15,2024-05-15,DOC-521315,INV-717499,SUP-1737,Security Services,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-027,ACT-027-S02,V-2380,Consultancy,Consultancy - Infrastructure Construction,762000,121900,640100,,PO-558245,PV-289276,Pending Payment,,FY2023/2024-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000098,FY2023/2024,2024-01-05,2024-01-06,DOC-527060,INV-811572,SUP-3772,Professional Services,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-005,ACT-005-S04,V-2520,ICT Services,ICT Services - Internal Controls and Compliance,339000,0,339000,,PO-128491,PV-847949,Paid,2024-01-16,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000099,FY2023/2024,2023-07-31,2023-07-31,DOC-714496,INV-347978,SUP-9076,Printing and Stationery,PRG-13,DIR-13,CC-020,RG-07,FS-01,DON-00,ACT-030,ACT-030-S01,V-3120,Cleaning Services,Cleaning Services - Community Outreach,215000,0,215000,,PO-220671,PV-382368,Paid,2023-08-20,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000100,FY2023/2024,2023-07-09,2023-07-13,DOC-358281,INV-900040,SUP-3057,Training,PRG-13,DIR-13,CC-021,RG-08,FS-01,DON-00,ACT-030,ACT-030-S02,V-2212,Utilities,Utilities - Community Outreach,391000,0,391000,CMT-567646,PO-766683,PV-624741,Cancelled,,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000101,FY2023/2024,2023-10-15,2023-10-15,DOC-750882,INV-403300,SUP-3742,Professional Services,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-024,ACT-024-S01,V-2510,Utilities,Utilities - Monitoring and Evaluation,578000,92500,485500,CMT-605608,PO-363076,PV-980266,Paid,2023-11-18,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0000102,FY2023/2024,2024-05-03,2024-05-05,DOC-860294,INV-683510,SUP-5578,Utilities,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-028,ACT-028-S01,V-5110,Fuel and Lubricants,Fuel and Lubricants - Project Management,677000,108300,568700,CMT-629342,,PV-433765,Paid,2024-05-17,FY2023/2024-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000103,FY2023/2024,2024-05-07,2024-05-10,DOC-825452,INV-240221,SUP-1033,Construction,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-040,ACT-040-S02,V-2460,Equipment,Equipment - Environmental and Social Safeguards,885000,0,885000,CMT-110043,PO-533232,PV-682788,Cancelled,,FY2023/2024-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000104,FY2023/2024,2024-06-01,2024-06-06,DOC-952262,INV-494659,SUP-6864,Utilities,PRG-11,DIR-11,CC-032,RG-01,FS-02,DON-00,ACT-026,ACT-026-S03,V-2220,Equipment,Equipment - Equipment Maintenance and Repair,802000,128300,673700,CMT-905270,,PV-108840,Paid,2024-06-18,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000105,FY2023/2024,2023-08-22,2023-08-27,DOC-755608,INV-417905,SUP-4623,Maintenance,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-026,ACT-026-S01,V-2460,Consultancy,Consultancy - Equipment Maintenance and Repair,33000,0,33000,,,PV-138583,Paid,2023-09-06,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000106,FY2023/2024,2023-11-17,2023-11-20,DOC-693186,INV-804827,SUP-3875,ICT Services,PRG-11,DIR-11,CC-032,RG-01,FS-05,DON-04,ACT-025,ACT-025-S01,V-2360,ICT Services,ICT Services - Technical Service Delivery,578000,92500,485500,CMT-882209,PO-372235,PV-697586,Paid,2023-12-07,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000107,FY2023/2024,2023-10-01,2023-10-04,DOC-438689,INV-553559,SUP-7666,Training,PRG-13,DIR-13,CC-018,RG-05,FS-05,DON-03,ACT-029,ACT-029-S03,V-2120,Equipment,Equipment - Regional Service Coordination,349000,0,349000,CMT-643471,PO-479030,PV-642383,Paid,2023-10-12,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000108,FY2023/2024,2023-07-11,2023-07-11,DOC-873266,INV-336588,SUP-7943,ICT Services,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-029,ACT-029-S02,V-2440,Travel and Accommodation,Travel and Accommodation - Regional Service Coordination,33000,0,33000,,PO-445217,PV-425903,Pending Payment,,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000109,FY2023/2024,2023-08-27,2023-08-29,DOC-457356,INV-972957,SUP-1891,Travel and Accommodation,PRG-07,DIR-07,CC-007,RG-01,FS-03,DON-00,ACT-017,ACT-017-S02,V-2450,Construction,Construction - Legal Advisory Services,388000,0,388000,CMT-348243,,PV-913432,Paid,2023-10-03,FY2023/2024-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000110,FY2023/2024,2024-04-11,2024-04-16,DOC-941363,INV-563385,SUP-1897,Training,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S02,V-2240,Professional Services,Professional Services - Technical Service Delivery,718000,0,718000,,PO-206773,PV-810477,Paid,2024-04-29,FY2023/2024-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000111,FY2023/2024,2023-07-26,2023-07-31,DOC-933790,INV-548901,SUP-2659,Travel and Accommodation,PRG-04,DIR-04,CC-004,RG-01,FS-01,DON-00,ACT-010,ACT-010-S04,V-2430,Medical Supplies,Medical Supplies - Staff Welfare and Benefits,264000,42200,221800,,PO-127233,PV-576133,Paid,2023-09-03,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000112,FY2023/2024,2024-03-26,2024-03-27,DOC-633618,INV-368735,SUP-6822,Utilities,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-040,ACT-040-S01,V-2230,Construction,Construction - Environmental and Social Safeguards,524000,83800,440200,CMT-751009,PO-354963,PV-244360,Pending Payment,,FY2023/2024-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000113,FY2023/2024,2023-07-19,2023-07-23,DOC-732636,INV-459557,SUP-5768,Travel and Accommodation,PRG-04,DIR-04,CC-004,RG-01,FS-01,DON-00,ACT-009,ACT-009-S03,V-2450,Equipment,Equipment - Training and Capacity Building,460000,0,460000,,PO-789624,PV-811249,Paid,2023-08-06,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000114,FY2023/2024,2023-09-26,2023-09-26,DOC-590106,INV-728896,SUP-6425,Construction,PRG-04,DIR-04,CC-004,RG-01,FS-01,DON-00,ACT-009,ACT-009-S01,V-2450,Maintenance,Maintenance - Training and Capacity Building,474000,0,474000,CMT-451965,PO-539033,PV-444582,Paid,2023-10-31,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000115,FY2023/2024,2023-09-08,2023-09-11,DOC-905671,INV-954225,SUP-6431,Consultancy,PRG-07,DIR-07,CC-007,RG-01,FS-01,DON-00,ACT-018,ACT-018-S01,V-4130,Professional Services,Professional Services - Contract Review and Litigation,473000,75700,397300,CMT-519758,PO-107052,PV-480441,Paid,2023-10-01,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000116,FY2023/2024,2023-07-30,2023-08-01,DOC-397901,INV-282605,SUP-4587,Training,PRG-05,DIR-05,CC-005,RG-01,FS-01,DON-00,ACT-013,ACT-013-S01,V-2240,Security Services,Security Services - Contract Management,141000,22600,118400,,PO-681440,PV-357912,Paid,2023-08-07,FY2023/2024-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000117,FY2023/2024,2023-09-21,2023-09-21,DOC-351815,INV-487596,SUP-7100,Equipment,PRG-13,DIR-13,CC-013,RG-01,FS-04,DON-01,ACT-029,ACT-029-S01,V-2520,Office Furniture,Office Furniture - Regional Service Coordination,499000,0,499000,CMT-652522,,PV-753476,Paid,2023-10-09,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000118,FY2023/2024,2024-01-12,2024-01-14,DOC-148439,INV-900149,SUP-4098,Printing and Stationery,PRG-05,DIR-05,CC-005,RG-01,FS-02,DON-00,ACT-011,ACT-011-S02,V-2250,Maintenance,Maintenance - Procurement Planning,334000,53400,280600,CMT-255783,PO-155846,PV-760035,Paid,2024-02-28,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000119,FY2023/2024,2023-11-06,2023-11-10,DOC-644098,INV-586819,SUP-3932,Travel and Accommodation,PRG-09,DIR-09,CC-009,RG-01,FS-02,DON-00,ACT-022,ACT-022-S01,V-2220,Medical Supplies,Medical Supplies - Stakeholder Engagement,449000,0,449000,,PO-606773,PV-850413,Paid,2023-12-17,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000120,FY2023/2024,2024-02-07,2024-02-08,DOC-345770,INV-515131,SUP-4581,Training,PRG-11,DIR-11,CC-031,RG-01,FS-02,DON-00,ACT-026,ACT-026-S03,V-2430,Medical Supplies,Medical Supplies - Equipment Maintenance and Repair,399000,0,399000,CMT-495400,PO-983353,PV-492279,Pending Payment,,FY2023/2024-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000121,FY2023/2024,2023-11-15,2023-11-19,DOC-553515,INV-528818,SUP-7021,Security Services,PRG-06,DIR-06,CC-006,RG-01,FS-01,DON-00,ACT-014,ACT-014-S01,V-2540,Travel and Accommodation,Travel and Accommodation - ICT Systems Development,177000,0,177000,CMT-500944,PO-563143,PV-345147,Paid,2023-12-21,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000122,FY2023/2024,2023-11-26,2023-11-28,DOC-174814,INV-477735,SUP-1627,Printing and Stationery,PRG-05,DIR-05,CC-005,RG-01,FS-03,DON-00,ACT-013,ACT-013-S01,V-2540,Printing and Stationery,Printing and Stationery - Contract Management,376000,0,376000,CMT-306198,PO-362168,PV-417420,Pending Payment,,FY2023/2024-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000123,FY2023/2024,2024-06-27,2024-06-29,DOC-961784,INV-708125,SUP-1194,Security Services,PRG-13,DIR-13,CC-018,RG-05,FS-05,DON-03,ACT-029,ACT-029-S03,V-2250,Professional Services,Professional Services - Regional Service Coordination,938000,0,938000,,,PV-256532,Paid,2024-07-29,FY2023/2024-M12,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000124,FY2023/2024,2024-01-25,2024-01-28,DOC-190047,INV-428282,SUP-4077,Utilities,PRG-13,DIR-13,CC-015,RG-02,FS-01,DON-00,ACT-029,ACT-029-S03,V-2380,Printing and Stationery,Printing and Stationery - Regional Service Coordination,365000,58400,306600,,PO-319765,PV-559990,Paid,2024-03-02,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000125,FY2023/2024,2024-02-27,2024-02-29,DOC-889185,INV-522962,SUP-9808,Training,PRG-02,DIR-02,CC-002,RG-01,FS-01,DON-00,ACT-005,ACT-005-S02,V-2250,Consultancy,Consultancy - Internal Controls and Compliance,39000,6200,32800,CMT-124368,PO-133773,PV-245893,Paid,2024-03-31,FY2023/2024-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000126,FY2023/2024,2023-09-07,2023-09-10,DOC-770043,INV-419443,SUP-2527,Fuel and Lubricants,PRG-12,DIR-12,CC-022,RG-02,FS-05,DON-02,ACT-040,ACT-040-S03,V-2430,Utilities,Utilities - Environmental and Social Safeguards,80000,0,80000,CMT-679764,PO-966621,PV-822494,Paid,2023-10-21,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0000127,FY2023/2024,2024-04-10,2024-04-15,DOC-643719,INV-111583,SUP-3815,Travel and Accommodation,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-025,ACT-025-S01,V-2360,Utilities,Utilities - Technical Service Delivery,249000,0,249000,,PO-264663,PV-216123,Paid,2024-05-19,FY2023/2024-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000128,FY2023/2024,2023-09-14,2023-09-19,DOC-425387,INV-716029,SUP-4325,Printing and Stationery,PRG-12,DIR-12,CC-027,RG-03,FS-05,DON-02,ACT-028,ACT-028-S01,V-2420,Fuel and Lubricants,Fuel and Lubricants - Project Management,631000,0,631000,,PO-311500,PV-107804,Paid,2023-10-04,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000129,FY2023/2024,2023-09-15,2023-09-18,DOC-578472,INV-463627,SUP-5873,Utilities,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-025,ACT-025-S02,V-2510,Cleaning Services,Cleaning Services - Technical Service Delivery,425000,0,425000,,,PV-283633,Paid,2023-09-28,FY2023/2024-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000130,FY2023/2024,2024-01-19,2024-01-19,DOC-265603,INV-387075,SUP-9810,Training,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-029,ACT-029-S03,V-2450,Cleaning Services,Cleaning Services - Regional Service Coordination,406000,65000,341000,,PO-861830,PV-857501,Paid,2024-01-26,FY2023/2024-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000131,FY2023/2024,2023-10-14,2023-10-17,DOC-584617,INV-128015,SUP-2199,Equipment,PRG-11,DIR-11,CC-032,RG-01,FS-05,DON-01,ACT-026,ACT-026-S03,V-2240,Medical Supplies,Medical Supplies - Equipment Maintenance and Repair,90000,0,90000,,,PV-499670,Paid,2023-11-04,FY2023/2024-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0000132,FY2023/2024,2023-12-11,2023-12-16,DOC-186558,INV-675069,SUP-4969,Consultancy,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-027,ACT-027-S02,V-2210,ICT Services,ICT Services - Infrastructure Construction,391000,0,391000,,PO-960279,PV-392701,Paid,2024-01-21,FY2023/2024-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
